-2;-2;8
-2;-1.6;24.6501699437495
-2;-1.2;12.3498300562505
-2;-0.8;11.5498300562505
-2;-0.4;22.2501699437495
-2;0;4
-2;0.4;22.2501699437495
-2;0.8;11.5498300562505
-2;1.2;12.3498300562505
-2;1.6;24.6501699437495
-2;2;8
-1.6;-2;24.6501699437495
-1.6;-1.6;41.300339887499
-1.6;-1.2;29
-1.6;-0.8;28.2
-1.6;-0.4;38.9003398874989
-1.6;0;20.6501699437495
-1.6;0.4;38.900339887499
-1.6;0.8;28.2
-1.6;1.2;29
-1.6;1.6;41.300339887499
-1.6;2;24.6501699437495
-1.2;-2;12.3498300562505
-1.2;-1.6;29
-1.2;-1.2;16.699660112501
-1.2;-0.8;15.8996601125011
-1.2;-0.4;26.6
-1.2;0;8.34983005625052
-1.2;0.4;26.6
-1.2;0.8;15.899660112501
-1.2;1.2;16.6996601125011
-1.2;1.6;29
-1.2;2;12.3498300562505
-0.8;-2;11.5498300562505
-0.8;-1.6;28.2
-0.8;-1.2;15.8996601125011
-0.8;-0.8;15.0996601125011
-0.8;-0.4;25.8
-0.8;0;7.54983005625053
-0.8;0.4;25.8
-0.8;0.8;15.099660112501
-0.8;1.2;15.8996601125011
-0.8;1.6;28.2
-0.8;2;11.5498300562505
-0.4;-2;22.2501699437495
-0.4;-1.6;38.9003398874989
-0.4;-1.2;26.6
-0.4;-0.8;25.8
-0.4;-0.4;36.5003398874989
-0.4;0;18.2501699437495
-0.4;0.4;36.500339887499
-0.4;0.8;25.8
-0.4;1.2;26.6
-0.4;1.6;38.9003398874989
-0.4;2;22.2501699437495
0;-2;4
0;-1.6;20.6501699437495
0;-1.2;8.34983005625052
0;-0.8;7.54983005625054
0;-0.4;18.2501699437495
0;0;0
0;0.4;18.2501699437495
0;0.8;7.54983005625051
0;1.2;8.34983005625053
0;1.6;20.6501699437495
0;2;4
0.4;-2;22.2501699437495
0.4;-1.6;38.900339887499
0.4;-1.2;26.6
0.4;-0.8;25.8
0.4;-0.4;36.500339887499
0.4;0;18.2501699437495
0.4;0.4;36.500339887499
0.4;0.8;25.8
0.4;1.2;26.6
0.4;1.6;38.900339887499
0.4;2;22.2501699437495
0.8;-2;11.5498300562505
0.8;-1.6;28.2
0.8;-1.2;15.899660112501
0.8;-0.8;15.099660112501
0.8;-0.4;25.8
0.8;0;7.54983005625051
0.8;0.4;25.8
0.8;0.8;15.099660112501
0.8;1.2;15.899660112501
0.8;1.6;28.2
0.8;2;11.5498300562505
1.2;-2;12.3498300562505
1.2;-1.6;29
1.2;-1.2;16.6996601125011
1.2;-0.8;15.8996601125011
1.2;-0.4;26.6
1.2;0;8.34983005625053
1.2;0.4;26.6
1.2;0.8;15.899660112501
1.2;1.2;16.6996601125011
1.2;1.6;29
1.2;2;12.3498300562505
1.6;-2;24.6501699437495
1.6;-1.6;41.300339887499
1.6;-1.2;29
1.6;-0.8;28.2
1.6;-0.4;38.9003398874989
1.6;0;20.6501699437495
1.6;0.4;38.900339887499
1.6;0.8;28.2
1.6;1.2;29
1.6;1.6;41.300339887499
1.6;2;24.6501699437495
2;-2;8
2;-1.6;24.6501699437495
2;-1.2;12.3498300562505
2;-0.8;11.5498300562505
2;-0.4;22.2501699437495
2;0;4
2;0.4;22.2501699437495
2;0.8;11.5498300562505
2;1.2;12.3498300562505
2;1.6;24.6501699437495
2;2;8
